"holder","segment","licenses","mining_lics","hectares","main_commodities","lics_in_default_2025"
"Nthanda Investments Limited","gemstones","1","0","6823","Anhydrite/Gypsum/Manganese","1"
"NTHANZI MINERAL LIMITED","gemstones","1","0","142","Rhodium/Rubidium/Malachite","0"
"NYAMAZA INVESTMENTS LIMITED","gemstones","1","0","12037","Lead/Iron Ore/Nickel","1"
"Nyanswa Mining Multi-Purpose Co-Operative Society Limited","gold","1","1","7","Iron Ore/Lead/Zinc","1"
"Nyungu Artisanal Mining Multipurpose Co-operative Society Limited","gold","1","1","7","Mineral Sands/Silica/Gold","1"
"Octane Investments Limited","gemstones","1","0","718","Gold/Tourmaline/Aquamarine","1"
"Ofia Investments Limited","critical_battery","2","0","8794","Nickel/Silver/Gold","1"
"Omax Ferro Alloys Zambia Limited","critical_battery","1","1","27","Manganese/Quartz/Copper","1"
"Omei Investments Limited","gemstones","1","1","100","Emerald","1"
"Omni Contractors Limited","critical_battery","1","0","19620","Manganese/Silver/Zinc","1"
"OMNI METALS LIMITED","critical_battery","1","0","39632","Manganese/Silver/Zinc","1"
"One Candle (Zambia) Limited","critical_battery","1","0","14025","Manganese/Lead/Nickel","0"
"One Pride Small Mining limited","critical_battery","1","1","83","Manganese/Lead/Zinc","1"
"One Stop Tyre Express Limited","gold","1","0","50","Gold/Copper/Cobalt","0"
"Onkod Investments Limited","gold","1","1","7","Gold/Copper","1"
"Orbit Drilling and Exploration Limited","critical_battery","2","0","183","Lead/Manganese/Zinc","2"
"Orin Resources Limited","gold","1","1","13","Silver/Gold/Copper","0"
"OSCOL Zambia Limited","gemstones","1","0","939","Nickel/Manganese/Lithium","0"
"Overseas Minerals And Metals Mining Limited","critical_battery","1","0","18766","Nickel/Manganese/Limestone (General)","0"
"Pachida Mining Cooperative Society Limited","gemstones","1","1","7","Iron Ore/Quartz/Tourmaline","1"
"Pact Mineral Resources Limited","gemstones","1","0","482","Silver/Titanium/Zinc","1"
"Palosha Investments Limited","gemstones","1","0","910","Tantalum/Quartz/Tourmaline","0"
"Pamabwe Minerals Limited","gemstones","1","0","673","Iron Ore/Gold/Tourmaline","0"
"Pamodzi Investments Limited","gemstones","2","0","1082","Copper/Gold/Silver","0"
"Panamba Mining Limited","gemstones","1","1","98","Emerald","0"
"Panda Mineral Resources Limited","critical_battery","2","0","14046","Silver/Gold/Copper","1"
"Panshi Zambian Mining Company Limited","critical_battery","1","0","2674","Silver/Nickel/Tantalum","0"
"Paradime Corporation Limited","gemstones","2","0","6876","Gold/Iron Ore/Rare EarthsElements","0"
"Paragon   Exploration  and Mining Company Zambia  Limited","gemstones","1","0","92","Iron Ore/Manganese/Zinc","1"
"Pasture Mining Company Limited","gemstones","1","0","13488","Gold/Manganese/Copper","1"
"Paulgil Check Enterprises Limited","gemstones","1","1","139","Emerald","1"
"PDV METALS LIMITED","critical_battery","1","0","1832","Nickel/Lead/Zinc","0"
"Penguin Resources Limited","critical_battery","1","0","6255","Granite/Manganese/Silver","1"
"Pensulo Ferro Alloys Limited","critical_battery","1","0","945","Manganese/Quartz/Limestone (General)","0"
"Pentagon Resources Limited","gold","1","0","5111","Phosphorus-Phosphates/Quartz/Limestone (General)","1"
"PEOPLE'S MULTI- PURPOSE CO-OPERATIVE SOCIETY LIMITED","gemstones","1","1","7","Nickel/Anhydrite/Zinc","0"
"Pereti Farming Limited","critical_battery","1","0","648","Manganese/Silver/Uranium","1"
"Petejax Thrill Limited","gemstones","1","0","373","Manganese/Lead/Tourmaline","0"
"PETRUSHKA TRADING LINIITED","gemstones","1","0","9097","Gold/Nickel/Diamond","0"
"Phillip Mining Cooperative Society Limited","gemstones","1","1","7","Limestone (General)/Gold/Manganese","1"
"Picovolt Engineering Limited","critical_battery","1","0","388","Quartz/Molybdenum/Rare EarthsElements","1"
"Pigeon Mineral Resources Limited","gemstones","2","0","1352","Tourmaline/Garnet/Quartz","2"
"Pike Tech Engineering Limited","critical_battery","1","0","461","Iron Ore/Manganese/Quartz","1"
"Pinak Resources Zambia Limited","critical_battery","1","0","28644","Lead/Manganese/Iron Ore","0"
"Pine Investments Limited","gold","1","0","3608","Iron Ore/Zinc/Gold","1"
"Pladoc Enterprises Limited","gemstones","1","0","901","Limestone (General)/Lead/Iron Ore","0"
"PLR Projects Zambia Ltd","critical_battery","1","1","50","Manganese/Quartz/Coal","1"
"Polo Technologies Import and Exports Limited","gemstones","1","0","596","Nickel/Manganese/Lithium","1"
"Portking Investments Limited","critical_battery","1","0","338","Manganese/Quartz/Silver","1"
"Precise Mining Solutions Limited","critical_battery","1","0","2286","Mineral Sands/Sand/Silver","0"
"Pricems Mining & Trading Limited","critical_battery","1","0","563","Iron Ore/Manganese/Silver","0"
"Prime Gold Mining Limited","critical_battery","1","0","4982","Iron Ore/Manganese/Silver","1"
"PRIMEQUEST MINERALS LIMITED","gemstones","2","0","7205","Titanium/Nickel/Coal","2"
"Proactive Youths Construction Limited","gemstones","1","0","1002","Anhydrite/Gypsum/Iron Ore","0"
"Project For Agricultural And Individual Development Limited","critical_battery","1","0","69","Iron Ore/Manganese/Rare EarthsElements","1"
"Provential Investments Limited","gemstones","1","0","147","Tantalum/Tin/Amethyst","1"
"PSI MINING LIMITED","critical_battery","1","0","27296","Malachite/Nickel/Zinc","0"
"Puissance Resources Limited","critical_battery","1","0","480","Limestone (General)/Manganese/Zinc","1"
"Pum Copper Mining Limited","gold","1","0","210","Gold/Zinc/Copper","0"
"Puza Investments Limited","gemstones","1","0","33","Manganese/Niobium (Columbium)/Limestone (General)","1"
"Pydustone Resources Limited","gemstones","1","0","12486","Lead/Iron Ore/Zinc","1"
"Qayshuan International Zambia Limited","critical_battery","1","0","1479","Iron Ore/Nickel/Gold","1"
"Qomolangma Resources Limited","critical_battery","2","0","220","Tin/Zinc/Copper","2"
"Quality Beef Trading and General Dealers Limited","critical_battery","1","0","14906","Malachite/Limestone (General)/Nickel","0"
"Quality Circles General Trade Limited","critical_battery","1","0","19863","Manganese/Copper/Cobalt","1"
"Quantella Resources Limited","critical_battery","1","0","2551","Rare EarthsElements/Nickel/Zinc","1"
"Queludha Limited","gold","1","0","596","Silica/Iron Ore/Zinc","1"
"Quick Copper Mining Limited","critical_battery","1","0","1498","Iron Ore/Silver/Tin","1"
"QUICK SQUADMULTI-PURPOSE COOPERATIVE LIMITED","critical_battery","1","1","7","Manganese/Quartz/Copper","0"
"Qwatu Construction Limited","critical_battery","1","0","948","Iron Ore/Lead/Nickel","1"
"Rahmid Engineering Limited","gold","1","0","10762","Gold/Copper/Cobalt","0"
"Rajeshwari Resources Limited","critical_battery","3","0","1471","Lead/Manganese/Zinc","2"
"Ralphjoe Ferro Alloy Limited","gemstones","1","0","368","Tourmaline/Niobium (Columbium)/Zirconium","0"
"Ramada Trade Investment Limited","gold","1","0","96","Gold/Copper/Cobalt","0"
"Raptor Mining Limited","gemstones","1","0","998","Gold/Silver/Tourmaline","0"
"Rarefind Zambia Limited","critical_battery","1","0","229","Tin/Tantalum","1"
"Real Oil Investment Limited","gold","1","1","13","Silver/Zinc/Iron Ore","1"
"Reality Real Estate Limited","gemstones","2","0","127","Emerald/Beryllium","1"
"Red Bell Construction Limited","gemstones","1","0","1063","Manganese/Nickel/Iron Ore","1"
"Red Copper Resources Limited","critical_battery","3","0","1255","Silver/Gold/Copper","2"
"Red Rats Minerals Limited","critical_battery","1","0","13624","Iron Ore/Manganese/Nickel","1"
"Redspot Intertrade Limited","critical_battery","1","0","8265","Lead/Iron Ore/Lithium","1"
"REDSTONE MACHINERY COMPANY","critical_battery","2","0","1883","Manganese/Rare EarthsElements/Zinc","2"
"Remmy Contractors And General Dealers Limited","gemstones","1","1","40","Quartz/Aquamarine","1"
"RENES MINING LIMITED","gemstones","2","0","631","Copper/Zinc/Tourmaline","0"
"RENO HILLS GENERAL DEALERS LIMITED","gemstones","1","0","21917","Quartz/Mica/Zinc","0"
"Ridochi Mining Limited","gemstones","1","0","933","Gypsum/Gold/Quartz","0"
"Rifranto Mining Limited","gemstones","1","1","31","Emerald","1"
"Rigo Minerals Company Limited","critical_battery","1","0","8007","Silver/Zinc/Nickel","0"
"Risers Mining Cooperative Society Limited","critical_battery","1","1","7","Lead/Manganese/Gold","1"
"Rishi Resources Limited","critical_battery","1","0","25880","Manganese","1"
"RIVA INVESTMENTS LIMITED","gold","1","1","2","Gold","0"
"Roan Sable Limited","critical_battery","1","0","901","Manganese","1"
"ROB and NAT Mining Limited","gemstones","1","0","255","Sand/Quartz/Nickel","1"
"Roche Investments Limited","critical_battery","1","0","89","Iron Ore/Anhydrite/Manganese","1"
"Rock Trapper mining Limited","gemstones","1","0","829","Quartz/Manganese/Zinc","0"
"RockModeller Company Limited","gemstones","2","0","7907","Gold/Copper/Cobalt","0"
"Rodger The Badger Ventures Limited","critical_battery","1","0","417","Manganese/Limestone (General)/Nickel","1"
"ROGMAT ENTERPRISES & GENERAL DEALERS LIMITED","critical_battery","1","0","371","Nickel/Manganese/Zinc","1"
"Rong Xing Investments Limited","critical_battery","1","1","110","Manganese/Zinc/Gold","0"
"Ronsin Minerals Limited","critical_battery","1","0","176","Tantalum/Tin/Tungsten","0"
"Rontex Minerals  Limited","critical_battery","1","0","1641","Gold/Iron Ore/Lithium","0"
"Rothrock Zambia Limited","critical_battery","1","0","2789","Manganese/Zinc/Gold","1"
"ROX  METAL INVESTMENT LIMITED","critical_battery","1","0","775","Malachite/Nickel/Zinc","0"
"Rufunsa Green Multi-purpose Co-operative Society Limited","critical_battery","1","1","7","Manganese/Gold/Copper","0"
"Rukwa Mines Limited","gemstones","1","0","37","Emerald/Copper","1"
"S.B Mineral Resources Limited","gemstones","2","0","1375","Rare EarthsElements/Manganese/Quartz","2"
"S.One Enterprises Limited","gemstones","2","0","2768","Iron Ore/Manganese/Zinc","0"
"Sabs Global Limited","critical_battery","1","0","26753","Nickel/Uranium/Zinc","1"
"Sachi National Wide Suppliers Limited","critical_battery","1","0","920","Nickel/Manganese/Zinc","1"
"Sachi Ventures Limited","critical_battery","1","0","11831","Silver/Platinum/Manganese","1"
"Sacko Resources Limited","critical_battery","2","0","1575","Lead/Nickel/Zinc","2"
"Sajarke Resources Limited","critical_battery","1","0","1324","Iron Ore/Manganese/Copper","1"
"Saleforce General Dealers Limited","gemstones","1","0","948","Gold/Tourmaline/Copper","1"
"Salute Small Mining Limited","critical_battery","1","0","955","Manganese/Silver/Talc-Soapstone","0"
"Samaka Gemstone Mining Company Limited","gemstones","1","1","65","Quartz/Mica/Silica","1"
"Samre Mining Resources Limited","gold","1","0","864","Gold/Copper/Cobalt","0"
"Samstone crushing limited","gold","1","0","747","Lead/Limestone (General)/Uranium","1"
"Samther General Services Limited","critical_battery","1","0","278","Nickel/Manganese/Tin","1"
"SANAABIL INVESTMENTS LIMITED","gold","1","1","7","Gold","1"
"Sanchembe Gem And Minerals Limited","gemstones","1","0","53","Limestone (General)/Iron Ore/Anhydrite","0"
"Santas Mining Limited","gemstones","1","1","148","Emerald","1"
"Sapphire Mining Limited","critical_battery","2","0","637","Iron Ore/Anhydrite/Manganese","2"
"Satwant Mining Limited","critical_battery","1","0","27689","Tantalum/Manganese/Tungsten","1"
"Save Lives Multi- Purpose Co-operative Limited","critical_battery","1","1","7","Gold/Manganese/Cobalt","1"
"Sckm Mining Company Limited","gemstones","1","0","1","Emerald","1"
"SDLG INVESTMENTS LIMITED","critical_battery","2","0","1847","Manganese/Nickel/Zinc","1"
"Seagreen Mining Company Limited","critical_battery","1","0","811","Lead/Manganese/Zinc","1"
"Secure Mines and Minerals Limited","critical_battery","1","0","2153","Selenium/Quartz/Vanadium","0"
"Sekanji Suppliers Limited","critical_battery","1","0","680","Silica/Quartz/Titanium","1"
"Sele Investements Limited","critical_battery","1","0","399","Manganese/Iron Ore/Copper","0"
"Sellome Investment Limited","critical_battery","1","0","1934","Lithium/Silver/Zinc","1"
"Selmat Investments Limited","gold","1","0","1115","Quartz/Gold/Copper","1"
"SELMIN MINERALS LIMITED","gold","1","1","50","Gold/Copper/Cobalt","1"
"Serenje Smelting Zambia Limited","critical_battery","1","1","13","Manganese/Copper/Cobalt","1"
"Sezic Minerals Limited","critical_battery","1","0","16068","Manganese/Nickel/Lead","0"
"SGC Investments Limited","critical_battery","2","0","14285","Lithium/Limestone (General)/Lead","0"
"SHABEELE GOLD INVESTMENTS LIMITED","critical_battery","1","1","2","Gold/Manganese/Cobalt","1"
"Shachizulu Enterprise Limited","gemstones","1","0","762","Nickel/Manganese/Tourmaline","1"
"Shalom Wesu Multi-purpose Co-operative Society Limited","critical_battery","1","1","7","Sand/Manganese/Zinc","0"
"Shamin Resources Limited","gemstones","1","0","3659","Manganese/Malachite/Nickel","0"
"SHAN MINING LIMITED","gemstones","1","0","18371","Malachite/Manganese/Lead","0"
"Shearzone Resources Limited","gemstones","1","0","21685","Gold/Nickel/Platinum Group Metals","1"
"Shikuha Minerals Limited","critical_battery","1","0","6253","Nickel/Manganese/Silver","1"
"SHIWANGANDU MULTI PURPOSE CO-OPERATIVE SOCIETY LIMITED","critical_battery","1","1","7","Manganese/Quartz/Limestone (General)","0"
"Showplus Investment Limited","gemstones","1","0","8993","Tantalum/Lithium/Tin","1"
"Shree  Agro Farm Limited","gemstones","1","0","12593","Quartz/Manganese/Rare EarthsElements","1"
"Shree Agro Farm Limited","gemstones","1","0","2687","Quartz/Manganese/Rare EarthsElements","0"
"Shri Subh Metals Limited","critical_battery","1","0","1127","Malachite/Lead/Zinc","0"
"Shultz Mining  Limited","gemstones","1","1","128","Emerald/Beryllium","1"
"Shuumbwa Resources Limited","gemstones","1","0","3983","Nickel/Quartz/Malachite","0"
"Siavonga Mining Multi-Purpose Co-operative Limited","gemstones","1","1","7","Gold/Silica/Tantalum","0"
"Sibir Investment Limited","critical_battery","1","0","955","Rare EarthsElements/Tantalum/Zinc","1"
"Sidhi Vinayak Base Metal Limited","critical_battery","3","0","1106","Manganese","0"
"Sikum Agencies Limited","critical_battery","1","0","56","Manganese/Iron Ore/Copper","0"
"Silgram Energy and Mining Suppliers Limited","critical_battery","2","0","624","Gold/Copper/Cobalt","0"
"Silondwa Safaris Limited","gold","2","0","1816","Iron Ore/Gold/Copper","0"
"Silver creek  Mining Limited","gold","1","0","20066","Silver/Zinc/Gold","0"
"Simba Venture Limited","gemstones","2","0","398","Iron Ore/Zinc/Manganese","1"
"Simba Ventures Limited","critical_battery","2","0","1631","Lead/Manganese/Zinc","1"
"SIMBARA MINING LIMITED","gemstones","2","0","59","Aquamarine/Amethyst/Zinc","0"
"SIMWAMI MINERAL RESOURCES LIMITED","gold","2","0","2385","Gold/Iron Ore/Cobalt","0"
"SINANKUMBI MINING COOPERATIVE SOCIETY LIMITED","gemstones","1","1","7","Tin/Gemstones/Tourmaline","0"
"SINKING MINING LIMITED","critical_battery","1","0","30","Malachite/Limestone (General)/Nickel","0"
"Sino Great Chemical Company Limited","gemstones","1","0","72516","Malachite/Iron Ore/Nickel","0"
"Sino Great Development Company Zambia Limited","critical_battery","1","0","5747","Tin/Tantalum/Zinc","0"
"Sino Great Development Company(Zambia) Limited","critical_battery","1","0","7592","Tin/Tantalum/Zinc","0"
"Sino Superstar Investment Limited","gemstones","1","0","3229","Nickel/Manganese/Zinc","0"
"Sino West Mining Company","critical_battery","1","0","12079","Manganese/Silver/Gold","0"
"SINO-ARAB Investments Limited","critical_battery","1","0","670","Iron Ore/Manganese/Zinc","0"
"Sinseong Development Company Limited","gemstones","2","0","11053","Gold/Copper/Cobalt","0"
"SIRMUSA MINERALS LIMITED","gemstones","2","0","67","Manganese/Silver/Zinc","0"
"Sitepe Cooperative Society Limited","gemstones","1","1","7","Manganese/Malachite/Nickel","0"
"Sitonia Limited","gemstones","1","0","512","Beryllium","0"
"SIXM ENTERPRISE LIMITED","critical_battery","1","0","13","Manganese/Silver/Zinc","0"
"SK Rural Development Company Limited","critical_battery","1","0","64773","Silver/Manganese/Tantalum","0"
"SKY AKM Trading Limited","critical_battery","2","0","5512","Platinum/Lead/Zinc","2"
"SKY GROW INVESTMENTS LIMITED","critical_battery","1","0","922","Malachite/Manganese/Zinc","0"
"Smart Deal Tech Limited","gold","1","0","860","Gold/Copper/Cobalt","1"
"SMR Construction Limited","gemstones","1","0","1344","Silver/Nickel/Zinc","0"
"Sofitel Investments Limited","gemstones","1","0","20682","Manganese/Malachite/Nickel","1"
"Solanga Enterprise Limited","gemstones","1","0","46","Gold/Iron Ore/Silver","0"
"Solid Connections Zambia Limited","critical_battery","1","0","11847","Nickel/Manganese/Quartz","0"
"Solidstone Construction Limited","critical_battery","1","0","260","Manganese","0"
"Solwezi Cement Limited","critical_battery","1","1","37","Manganese/Silica/Limestone (General)","1"
"SOMNOR INVESTMENT LIMITED","gold","1","1","7","Gold/Copper","1"
"Sookol Enterprises Limited","gemstones","2","0","406","Nickel/Gold/Zinc","2"
"Southern Africa Ferro Alloys Limited","critical_battery","1","1","90","Manganese/Tin/Zinc","0"
"Southern Latitude Company Limited","gemstones","1","0","8798","Tantalum/Quartz/Vanadium","1"
"Southern Minerals And Mining Cooperative Society Limited","gemstones","1","1","7","Quartz/Manganese/Lithium","1"
"Southlink Resources limited","gold","1","0","473","Gold/Copper/Cobalt","1"
"Sparkler Mining and Exploration Limited","gemstones","1","0","2897","Platinum/Ruby/Zinc","1"
"Spaxs Mining Limited","critical_battery","1","0","20","Manganese/Sand and Gravel/Silica","1"
"speedy waters mining cooperative society ltd","critical_battery","1","1","7","Manganese/Gold/Copper","0"
"SRI DURGA VINAYAKA MINES AND MINERALS LIMITED","critical_battery","1","0","887","Quartz/Manganese/Sand","0"
"Sri Maan Resources Limited","gemstones","1","0","4168","Niobium (Columbium)/Nickel/Molybdenum","0"
"Srinibash Metals Zambia Limited","gemstones","1","0","911","Manganese/Malachite/Lead","0"
"Starcom Mining Company Limited","gemstones","1","0","7286","Diamond/Copper/Columbite","0"
"Stavin Investements Limited","critical_battery","2","0","2056","Gold/Copper/Cobalt","2"
"STC Transport and Farming Limited","critical_battery","1","0","712","Iron Ore/Manganese/Gold","1"
"Sthomax Mining Company Limited","critical_battery","1","0","406","Limestone (General)/Lead/Sand","1"
"Stonecore Mine Limited","gemstones","2","0","1202","Titanium/Tantalum/Sugilite","0"
"STREET WISE MINING LIMITED","gemstones","2","0","1610","Manganese/Gold/Copper","1"
"Suanni mining limited.","gemstones","1","0","83","Emerald/Gold/Cobalt","0"
"Sulicol Trading Limited","critical_battery","1","0","148","Nickel/Malachite/Zinc","1"
"Sulphur Creek Resources Limited","critical_battery","1","0","399","Platinum/Manganese/Silver","1"
"Summit Minerals Limited","critical_battery","2","0","872","Silver/Zinc/Manganese","0"
"Sumwa Construction and Suppliers Limited","gold","1","0","13832","Gold/Zinc/Cobalt","0"
"Sun Avenue Partners Corp Zambia Limited","critical_battery","2","0","4543","Silver/Zinc/Gold","1"
"Sunhouse Investment Limited","critical_battery","1","0","39340","Limestone (General)/Lead/Zinc","1"
"Sunkutu Engineering Contractors Limited","gemstones","1","1","90","Emerald/Beryllium","1"
"Sunlight Estates Natural Development Limited","gemstones","1","0","42539","Lead/Mercury/Zinc","1"
"Sunpeak Investments Limited","critical_battery","1","0","7371","Nickel/Manganese/Zinc","1"
"Supernova Mining and Exploration Limited","critical_battery","1","0","47478","Nickel/Rare EarthsElements/Uranium","0"
"Surgitech Enterprise Limited","critical_battery","1","0","850","Quartz/Manganese/Stone","0"
"SUSTAINABLE MINING ZAMBIA LIMITED","gemstones","1","0","300","Mineral Sands/Nickel/Manganese","1"
"Swarna Metals Zambia Limited","critical_battery","1","1","80","Manganese/Malachite/Nickel","0"
"Syra Enterprises Limited","critical_battery","1","0","430","Limestone (General)/Manganese/Silica","0"
"Taelu Mining and Investments Limited","gemstones","1","0","18798","Limestone (General)/Iron Ore/Gold","0"
"Taiyuan Mining Limited","gemstones","1","0","4400","Manganese/Nickel/Limestone (General)","0"
"Tamarisk Investments Ltd","gemstones","1","0","19616","Diamond","0"
"Tamjeth General Dealers Limited","critical_battery","1","0","437","Iron Ore/Manganese/Gold","0"
"TANAROCK ENTERPRISES LIMITED","gold","1","0","24578","Gold","0"
"Tangshan Resources Limited","critical_battery","2","0","1854","Lithium/Limestone (General)/Molybdenum","0"
"Tantalum Niobium Mining Company Limited","gemstones","1","0","15979","Copper/Gold/Lead","0"
"Tasdemir Mining Limited","critical_battery","1","0","15908","Lead/Manganese/Zinc","1"
"Tasheni Mining and Engineering Solutions Limited","critical_battery","1","0","15449","Nickel/Manganese/Silver","1"
"TAURUS MINERAL RESOURCES LIMITED","gold","1","0","3207","Limestone (General)/Zinc/Gold","0"
"Tawakkal Mining Equipments & Auto Spares Limited","gemstones","1","0","30460","Manganese/Limestone (General)/Tin","0"
"Taysiir Investments Limited","gold","1","1","13","Gold","1"
"Tayu Metals Mining Limited","critical_battery","1","0","879","Iron Ore/Manganese/Quartz","1"
"Tecchinify Geographics Enterprise Limited","gemstones","1","0","376","Gold/Malachite/Silver","0"
"Techno Mines And Minerals Limited","critical_battery","1","0","322","Gold/Manganese/Cobalt","1"
"TECHPRO MINING LIMITED","gemstones","2","0","1531","Iron Ore/Lead/Manganese","1"
"Tedafluo Investment Company Limited","critical_battery","1","0","9346","Scrap Mica/Quartz/Zinc","0"
"Tehila Milling Limited","critical_battery","1","0","69059","Lead/Nickel/Zinc","1"
"TERRANEX RESOURCES LIMITED","gold","1","1","94","Gold","0"
"The Big Shofolo Enterprises Limited","critical_battery","1","0","187","Tantalum/Iron Ore/Gold","0"
"The Diamond Rock Mining Limited","critical_battery","1","0","11125","Limestone (General)/Lead/Silver","1"
"The New Vision Newspapers Limited","critical_battery","1","1","60","Zinc/Manganese/Lead","1"
"Thrio Consulting and Management Services Limited","gemstones","1","0","100","Silver/Quartz/Zinc","1"
"Tianle Mineral Development Company Limited","gemstones","1","0","2052","Manganese/Limestone (General)/Iron Ore","0"
"TILITOSE CHIMUTENGO MULTIPURPOSE COOPERATIVE SOCIETY LIMITED","gemstones","1","1","7","Nickel/Anhydrite/Zinc","1"
"Timna Valley Resources Limited","gemstones","3","0","1417","Iron Ore/Gold/Copper","0"
"Tinco Zambia Limited","gemstones","2","0","815","Silver/Lithium/Lead","0"
"Tirupati Investment Limited","gemstones","1","0","45","Emerald/Quartz/Corundum","0"
"Titamenji Construction Limited","gemstones","1","0","993","Phosphorus-Phosphates/Niobium (Columbium)/Nickel","1"
"Tongxin Metal Company Limited","gold","1","1","13","Gold/Lead/Cobalt","1"
"Towhid Trading Limited","gold","1","1","7","Gold","0"
"Towing Logistic Limited","gemstones","1","0","546","Manganese/Lithium/Nickel","1"
"TRALCOM INVESTMENT LIMITED","gemstones","1","0","401","Limestone (General)/Lead/Rare EarthsElements","0"
"Trendy Enterprise Limited","gemstones","1","0","83","Emerald/Beryllium","1"
"Trendy Enterprises Limited","critical_battery","2","0","1256","Lead/Limestone (General)/Manganese","2"
"Trenfort Investments Zambia Limited","gemstones","1","0","318","Quartz/Gold/Tourmaline","1"
"Triad Logistics","gemstones","1","0","9535","Limestone (General)/Manganese/Anhydrite","0"
"Triology Mining Limited","gemstones","1","0","5897","Manganese/Iron Ore/Silver","1"
"Tripple M Mining Limited","gold","1","0","6799","Gold/Zinc/Cobalt","1"
"TRISHUL MINES AND MINERALS LIMITED","gemstones","2","0","1508","Malachite/Manganese/Zinc","0"
"Tropics Surveying Technical Services Limited","critical_battery","1","0","1624","Gold/Manganese/Cobalt","0"
"True Ore Mines and Mineral (Zambia) Limited","gemstones","1","0","195","Nickel/Sugilite/Zinc","0"
"True Ore Mines and Minerals (Tomm) Private Limited","critical_battery","1","1","13","Manganese/Gold/Copper","1"
"Trustnet Consultancy Limited","gemstones","2","0","3962","Iron Ore/Manganese/Gold","1"
"TRUSTROCK RESOURCES LIMITED","gemstones","1","0","1992","Silver/Manganese/Zinc","0"
"TSAHAYI AUGUST LIMITED","critical_battery","1","0","5099","Nickel/Manganese/Zinc","1"
"Tukali Youth Multi-Purpose Co-operative","gold","1","1","7","Gold/Copper/Cobalt","0"
"Tukongote Mining Limited","gemstones","1","0","137","Garnet/Gold/Quartz","0"
"Tulututwe Mining Limited","critical_battery","1","0","957","Lead/Manganese/Zinc","1"
"Tumelo Mining Cooperative Society Limited","gemstones","1","1","7","Iron Ore/Gold/Quartz","1"
"Tushiya Mining And General Trading Limited","gemstones","1","0","2127","Quartz/Silica/Mica","1"
"Tusuwa Multipurpose Cooperative Society Limited","gemstones","1","1","7","Beryllium/Feldspar/Amethyst","1"
"Twaboola Multi-purpose Co-operative Society Limited","critical_battery","1","1","7","Iron Ore/Lead/Nickel","0"
"Twalubuka Mineral Resources Limited","critical_battery","1","0","37","Manganese/Silver/Zinc","1"
"Twapenga mining and Prospecting Limited","gemstones","1","1","155","Emerald","1"
"Twavwane Multi-Purpose Cooperative Society Limited","gemstones","1","1","3","Emerald/Diamond/Manganese","1"
"TWAYUKA MINING COOPERATIVE SOCIETY LIMITED","gemstones","1","1","7","Limestone (General)/Lead/Nickel","1"
"Ula Minerals Limited","critical_battery","1","0","6801","Silver/Nickel/Zinc","0"
"Uluse Minerals Limited","gold","1","0","1628","Iron Ore/Zinc/Gold","0"
"Umushili Earth Treasures Limited","gemstones","1","0","635","Quartz/Lead/Zinc","0"
"Uni-African Mining and Energy Corporation Limited","gemstones","2","0","7949","Iron Ore/Lead/Zinc","1"
"Unirite Investments Limited","critical_battery","1","0","747","Manganese/Quartz/Iron Ore","1"
"United Alloys (Z) Limited","critical_battery","1","1","47","Manganese","1"
"Unito Limited","gold","1","0","4147","Silver/Zinc/Gold","1"
"Uniwide Logistics Limited","critical_battery","1","0","1685","Manganese/Iron Ore/Silver","0"
"USHA INVESTMENT LIMITED","gemstones","2","0","7366","Emerald/Quartz/Rare EarthsElements","0"
"Ushi Logistics Limited","gemstones","2","0","617","Platinum/Quartz/Niobium (Columbium)","2"
"V.L Coal Mine Company Limited","gemstones","1","0","451","Tantalum/Granite/Tourmaline","1"
"V.L Investment Company Limited","gemstones","1","0","9111","Malachite/Lead/Nickel","0"
"Vade Ventures Limited","gemstones","1","0","297","Rare EarthsElements/Nickel/Molybdenum","1"
"Valecrest Mining Limited","gemstones","1","0","212","Copper/Manganese/Silver","1"
"Validus Mining Corporation Limited","critical_battery","1","0","5244","Manganese/Lead/Zinc","1"
"VALZ MINERALS LIMITED COMPANY","gemstones","1","0","765","Gold/Iron Ore/Manganese","0"
"VANBUROCK RESOURCES LIMITED","critical_battery","1","0","19351","Iron Ore/Nickel/Gold","0"
"Vanisa Mining Limited","critical_battery","1","0","459","Manganese/Lead/Zinc","1"
"Vanzetti Mining Limited","gemstones","1","0","410","Silver/Tourmaline/Zinc","1"
"Vatech Limited","critical_battery","2","0","900","Malachite/Limestone (General)/Nickel","0"
"Vector Mining Limited","gemstones","1","0","183","Nickel/Manganese/Zinc","1"
"Vermark General Engineering Limited","gemstones","1","0","108","Manganese/Rare EarthsElements/Lead","1"
"Vic-Chafi MultIpurpose Cooperative Society Limited","gemstones","1","1","7","Quartz/Aquamarine","0"
"Vietnam Zambia Corporation Limited","critical_battery","2","0","14468","Nickel/Quartz/Silver","2"
"VINEYARD MULTI-PURPOSE CO-OPERATIVE SOCIETY LIMITED","gold","1","1","7","Gold/Silver/Cobalt","1"
"Virgin Blue Company","critical_battery","1","1","7","Malachite/Manganese/Lead","1"
"Vista Cotlands Consultants Limited","critical_battery","2","0","1074","Nickel/Silver/Zinc","1"
"Vitumbo Investments Limited","gemstones","3","0","1381","Gold/Copper/Rare EarthsElements","0"
"Vorezat Investment Limited","gemstones","1","0","947","Manganese/Limestone (General)/Lead","0"
"Vortan Innovations Limited","critical_battery","1","0","300","Manganese/Gold/Copper","1"
