"holder","segment","hectares","licenses","mining_lics","main_commodities","lics_in_default_2025","status"
"Wise Focus Mining Limited","gemstones","702","2","2","Quartz/Tourmaline/Amethyst","1","researched_no_channel"
"Zambull Mining Limited","gemstones","701","1","0","Manganese/Lead/Rare EarthsElements","1","never_researched"
"Bengemor Mining Limited","critical_battery","701","2","2","Iron Ore/Manganese/Copper","1","researched_no_channel"
"Hoyden Investment Limited","gemstones","698","2","1","Quartz/Tourmaline/Emerald","0","researched_no_channel"
"Meraki Mining Limited","gemstones","691","1","0","Manganese/Lead/Rare EarthsElements","0","never_researched"
"Baza Resources Limited","critical_battery","690","2","0","Zinc/Manganese/Lead","1","never_researched"
"Texxon Energies Limited","energy_minerals","689","2","2","Coal","2","researched_no_channel"
"Luambe Resources Zambia Limited","critical_battery","688","2","2","Iron Ore/Manganese/Zinc","2","researched_no_channel"
"TECHA Mining and Consultancy Services Limited","critical_battery","683","2","1","Silver/Uranium/Gold","1","researched_no_channel"
"Sekanji Suppliers Limited","critical_battery","680","1","0","Silica/Quartz/Titanium","1","never_researched"
"Auto Africa Motors Limited","energy_minerals","679","2","1","Coal/Uranium","1","researched_no_channel"
"Pamabwe Minerals Limited","gemstones","673","1","0","Iron Ore/Gold/Tourmaline","0","never_researched"
"SINO-ARAB Investments Limited","critical_battery","670","1","0","Iron Ore/Manganese/Zinc","0","never_researched"
"Langtasee Mining Company Limited","gemstones","666","2","0","Iron Ore/Manganese/Gold","2","never_researched"
"Lxco investment Company Limited","gold","661","2","1","Gold/Copper/Cobalt","0","researched_no_channel"
"Mingeli Resources Limited","critical_battery","661","1","0","Rare EarthsElements/Quartz/Platinum Group Metals","1","never_researched"
"Blue Desert Engineering Consultancy Limited","critical_battery","658","1","0","Manganese/Quartz/Zinc","1","never_researched"
"Casa Grande Construction Limited","gemstones","658","3","1","Iron Ore/Zinc/Copper","1","researched_no_channel"
"Lubuchi geo-consultancy Limited","critical_battery","653","1","0","Iron Ore/Manganese/Gold","0","never_researched"
"B&G Holdings Limited","gold","652","1","0","Iron Ore/Malachite/Gold","1","never_researched"
"Nantube Investment Limited","gold","651","1","0","Phosphorus-Phosphates/Quartz/Gold","0","never_researched"
"Pereti Farming Limited","critical_battery","648","1","0","Manganese/Silver/Uranium","1","never_researched"
"Sensele Enterprises Limited","base_metals","647","2","2","Copper/Cobalt","2","researched_no_channel"
"Kenjess general Dealers Limited","gold","644","1","0","Gold/Copper","0","never_researched"
"New Generation Invesment Limited","gemstones","642","1","0","Rare EarthsElements/Niobium (Columbium)/Nickel","0","never_researched"
"Kampelembe CSS Mines Ltd","critical_battery","638","2","2","Manganese/Iron Ore/Copper","2","researched_no_channel"
"Sapphire Mining Limited","critical_battery","637","2","0","Iron Ore/Anhydrite/Manganese","2","never_researched"
"Umushili Earth Treasures Limited","gemstones","635","1","0","Quartz/Lead/Zinc","0","never_researched"
"Kamwewa Investments Limited","base_metals","633","1","0","Silver/Zinc/Copper","1","never_researched"
"Kinghorse Investment Limited","industrial_minerals","632","1","0","Limestone (General)/Sand and Gravel/Clay (General)","1","researched_no_channel"
"RENES MINING LIMITED","gemstones","631","2","0","Copper/Zinc/Tourmaline","0","never_researched"
"Silgram Energy and Mining Suppliers Limited","critical_battery","624","2","0","Gold/Copper/Cobalt","0","never_researched"
"Ushi Logistics Limited","gemstones","617","2","0","Platinum/Quartz/Niobium (Columbium)","2","never_researched"
"Gramajo Mining Limited","gemstones","615","2","1","Silver/Gold/Copper","1","researched_no_channel"
"Wila Mining Solutions Limited","critical_battery","602","2","0","Zinc/Gold/Copper","0","never_researched"
"Autogalaxy Associates Limited","gemstones","596","3","1","Tungsten/Coal/Tin","2","researched_no_channel"
"Polo Technologies Import and Exports Limited","gemstones","596","1","0","Nickel/Manganese/Lithium","1","never_researched"
"Alanbeier Investments Zambia Limited","critical_battery","596","1","0","Iron Ore/Manganese/Copper","0","never_researched"
"Queludha Limited","gold","596","1","0","Silica/Iron Ore/Zinc","1","never_researched"
"Northern Salt Limited","gemstones","596","2","0","Lead/Iron Ore/Granite","2","never_researched"
"M & L Prudent Solutions Limited","gold","594","2","2","Gold/Quartz/Fluorine-Fluorite","2","researched_no_channel"
"Global Culture Network Solutions","gold","583","1","0","Copper/Gold/Iron Ore","1","never_researched"
"MELKON MINERALS LIMITED","critical_battery","572","1","0","Tantalum/Nickel/Uranium","0","never_researched"
"Chilibwino Investment Limited","gemstones","570","1","0","Manganese/Rare EarthsElements/Lead","0","never_researched"
"Drip Engineering and Construction Limited","critical_battery","569","1","0","Iron Ore/Nickel/Copper","0","never_researched"
"Nsamba Farms Limited","gold","569","1","0","Lead/Platinum/Zinc","1","never_researched"
"Nicho Cargo Services Limited","gemstones","565","1","0","Iron Ore/Quartz/Zinc","0","never_researched"
"Pure Stone Mining Limited","gold","564","1","0","Gold/Iron Ore/Cobalt","0","researched_no_channel"
"Khasavasa Resources Limited","critical_battery","563","1","0","Lead/Manganese/Zinc","0","never_researched"
"Pricems Mining & Trading Limited","critical_battery","563","1","0","Iron Ore/Manganese/Silver","0","never_researched"
"Blinkasset Enterprises Limited","gemstones","555","1","0","Nickel/Manganese/Zinc","0","never_researched"
"Mijo Mining Limited","gold","550","1","0","Granite/Limestone (General)/Gold","0","never_researched"
"Luamba Investment Company Limited","critical_battery","549","1","0","Quartz/Silver/Tin","1","never_researched"
"Chofita Mwala Limited","construction_materials","548","2","1","Granite","2","researched_no_channel"
"Towing Logistic Limited","gemstones","546","1","0","Manganese/Lithium/Nickel","1","never_researched"
"AMADON INVESTMENT LIMITED","base_metals","543","2","0","Limestone (General)/Sand/Feldspar","0","researched_no_channel"
"Kalungwishi Ventures Limited","critical_battery","543","1","0","Lead/Manganese/Zinc","1","never_researched"
"Lisko Logistics Limited","gemstones","533","1","0","Manganese/Iron Ore/Silver","1","never_researched"
"Bulongo Mining Zambia Limited","gemstones","532","1","0","Titanium/Tourmaline/Tungsten","0","never_researched"
"Kajila Mabembe Mining Limited","gold","532","2","2","Iron Ore/Silver/Zinc","0","researched_no_channel"
"Bonum Investments Limited","gemstones","532","1","0","Emerald","0","never_researched"
"ZHEJIANG INTERNATIONAL ENGINEERING CONSTRUCTION COMPANY LIMITED","construction_materials","530","1","0","Sand and Gravel/Granite","1","researched_no_channel"
"Diversity Metal Limited","critical_battery","530","1","0","Nickel/Silver/Gold","1","never_researched"
"Broken Hill Marketing Limited","critical_battery","530","3","2","Copper/Manganese/Silver","1","researched_no_channel"
"Geejoyblo Mining Company Limited","critical_battery","528","2","0","Nickel/Manganese/Zinc","2","never_researched"
"Lwantete Mining Limited","critical_battery","526","2","2","Iron Ore/Manganese/Gold","2","researched_no_channel"
"Malibata Investments Limited","critical_battery","524","1","0","Lithium/Manganese/Gold","1","never_researched"
"Midway Mining Limited","critical_battery","523","1","0","Manganese/Malachite/Sand","0","never_researched"
"Given Resources Limited","critical_battery","523","1","0","Manganese","1","never_researched"
"Kabijiba Mining Company Limited","critical_battery","521","1","0","Limestone (General)/Manganese/Zinc","0","never_researched"
"Muchenge African Power Traders International Limited","gemstones","520","2","0","Nickel/Iron Ore/Silver","2","never_researched"
"Mfunshi Enterprise Limited","critical_battery","519","1","0","Nickel/Malachite/Zinc","1","never_researched"
"Wandsworth Company Limited","gold","517","1","0","Granite/Iron Ore/Silver","0","never_researched"
"Copper Tree Minerals Limited","base_metals","517","2","2","Copper/Cobalt","0","researched_no_channel"
"Mokha Investment Zambia Limited","critical_battery","517","1","0","Manganese/Iron Ore/Silver","1","researched_no_channel"
"LIGHTSTONE MINING COMPANY LIMITED","critical_battery","517","2","0","Tantalum/Tin/Rare EarthsElements","0","never_researched"
"Royal Carats Gems Limited","critical_battery","516","2","2","Manganese/Silver/Zinc","2","researched_no_channel"
"Gatis Freight International Limited","gemstones","513","1","0","Gold/Nickel/Silver","0","researched_no_channel"
"Nyakaula Gemstones (2019) Limited","gemstones","512","2","2","Gold/Manganese/Cobalt","2","researched_no_channel"
"Sitonia Limited","gemstones","512","1","0","Beryllium","0","never_researched"
"Chibote Mining Company Limited","gold","511","1","0","Gold/Silver/Cobalt","0","researched_no_channel"
"Mirene Investments Limited","gemstones","510","2","0","Quartz/Garnet","0","never_researched"
"Kapesika Mining & Gold Processing","gemstones","509","2","0","Gold/Lead/Copper","2","never_researched"
"Kantobo Mining Company Limited","base_metals","508","1","1","Copper/Cobalt","1","researched_no_channel"
"Mwakabanga Investments","gemstones","507","2","0","Gold/Lead/Nickel","2","never_researched"
"Mubaich Resources Limited","gemstones","501","1","0","Lithium/Manganese/Lead","1","never_researched"
"Cynatra Trading Limited","gemstones","499","1","0","Manganese/Lithium/Quartz","1","never_researched"
"Kathel Mining Limited","gemstones","499","2","2","Quartz/Tourmaline/Amazonite","2","researched_no_channel"
"Mojo Commodities Limited","gold","497","2","0","Gold/Copper/Iron Ore","2","never_researched"
"Gesso Mining And Investments Limited","gold","497","2","0","Gold/Copper/Cobalt","2","researched_no_channel"
"KWICK CHEKS MINES LIMITED","gemstones","494","1","0","Manganese/Sand/Limestone (General)","0","never_researched"
"Azadi Investment Limited","critical_battery","493","1","0","Lead/Manganese/Zinc","1","never_researched"
"Meltap Enterprise Limited","gold","493","1","0","Anhydrite/Gypsum/Quartz","1","researched_no_channel"
"Pact Mineral Resources Limited","gemstones","482","1","0","Silver/Titanium/Zinc","1","never_researched"
"Andych Auto Garage Limited","gemstones","481","1","0","Iron Ore/Gold/Zinc","0","never_researched"
"Puissance Resources Limited","critical_battery","480","1","0","Limestone (General)/Manganese/Zinc","1","never_researched"
"ZDP Mineral Resources Limited","critical_battery","480","1","0","Lead/Manganese/Gold","1","researched_no_channel"
"Global Mining Limited","gemstones","479","1","0","Gold/Quartz/Copper","1","never_researched"
"Jezreel investments Limited","base_metals","478","1","0","Laterite/Iron Ore/Limestone (General)","0","never_researched"
"Musamani Minerals and Agric. Limited","base_metals","476","1","1","Copper","1","researched_no_channel"
"Brand Equity Limited","critical_battery","476","1","0","Manganese/Nickel/Gold","1","never_researched"
"Nikajo Enterprises Limited","critical_battery","476","2","2","Copper/Cobalt/Lead","2","researched_no_channel"
"Southlink Resources limited","gold","473","1","0","Gold/Copper/Cobalt","1","never_researched"
"Munkotachi Investments Limited","gemstones","472","1","0","Limestone (General)/Lead/Iron Ore","0","never_researched"
"Lithachi Logistics Limited","gemstones","461","1","0","Precious Gems/Semi-Precious Gems/Platinum","1","never_researched"
"Pike Tech Engineering Limited","critical_battery","461","1","0","Iron Ore/Manganese/Quartz","1","never_researched"
"Vanisa Mining Limited","critical_battery","459","1","0","Manganese/Lead/Zinc","1","never_researched"
"LINPU PAT MINING LIMITED","gemstones","455","1","0","Quartz/Emerald/Amethyst","0","researched_no_channel"
"AFRICAN GOLD TRADERS LIMITED","gemstones","451","1","0","Quartz/Silica/Manganese","1","never_researched"
"V.L Coal Mine Company Limited","gemstones","451","1","0","Tantalum/Granite/Tourmaline","1","never_researched"
"Clestep General Dealers Limited","gemstones","448","1","0","Gold/Lead/Zinc","0","never_researched"
"Khlozo Construction And General Dealers Limited","critical_battery","447","1","0","Nickel/Silver/Zinc","0","never_researched"
"Chun Chun Mining Zambia Limited","gemstones","446","1","0","Garnet/Quartz/Fluorine-Fluorite","1","never_researched"
"Griffins Mining Limited","gemstones","444","1","0","Mineral Sands/Manganese/Sugilite","0","never_researched"
"quantum Leap Mining Limited","base_metals","441","1","0","Copper/Cobalt","1","researched_no_channel"
"Chitunda agencies Limited","gemstones","441","1","0","Garnet","0","researched_no_channel"
"Maks Hill Investment Limited","critical_battery","440","1","0","Gold/Manganese/Cobalt","0","never_researched"
"Inchkwakwa Enterprises Limited","gemstones","439","3","0","Iron Ore/Malachite/Nickel","1","researched_no_channel"
"Delta Electrical Work and Suppliers Limited","gold","439","1","0","Gold/Iron Ore/Cobalt","0","never_researched"
"Plate Techtonics Zambia Limited","gemstones","439","2","0","Lead/Limestone (General)/Anhydrite","0","researched_no_channel"
"WIDE FOCUS LIMITED","gemstones","438","1","0","Tantalum/Silver/Tungsten","0","never_researched"
"Tamjeth General Dealers Limited","critical_battery","437","1","0","Iron Ore/Manganese/Gold","0","never_researched"
"Zamrock Investment Limited","critical_battery","431","1","0","Manganese/Lead/Zinc","0","never_researched"
"Syra Enterprises Limited","critical_battery","430","1","0","Limestone (General)/Manganese/Silica","0","never_researched"
"Bwamu Mining Company Limited","gemstones","429","2","1","Tin/Silver/Aquamarine","1","researched_no_channel"
"Chumu Mining Company Limited","gemstones","428","2","0","Diamond/Emerald/Cobalt","2","researched_no_channel"
"Tundamo Gem Mine Limited","gemstones","422","1","0","Tourmaline","1","researched_no_channel"
"Abar International Investments Limited","gemstones","421","2","2","Quartz/Garnet","2","researched_no_channel"
"Mpaso Mining Company Ltd","gemstones","417","1","0","Quartz/Gold/Tourmaline","1","never_researched"
"Rodger The Badger Ventures Limited","critical_battery","417","1","0","Manganese/Limestone (General)/Nickel","1","never_researched"
"Vanzetti Mining Limited","gemstones","410","1","0","Silver/Tourmaline/Zinc","1","never_researched"
"WANHAO MINING ZAMBIA LIMITED","gemstones","409","2","0","Copper/Tantalum/Quartz","0","never_researched"
"Sthomax Mining Company Limited","critical_battery","406","1","0","Limestone (General)/Lead/Sand","1","never_researched"
"Sookol Enterprises Limited","gemstones","406","2","0","Nickel/Gold/Zinc","2","never_researched"
"Tikumbe Tonse Investments Limited","industrial_minerals","402","1","0","Limestone (General)/Sand and Gravel/Talc-Soapstone","0","researched_no_channel"
