"holder","declared_business","business_class","name_contradicts_declaration","entity_number","registration_date","hectares","licenses","mining_lics","main_commodities","beneficial_owner_declared","annual_return_filed","lics_in_default_2025"
"Makgreen Consultant Limited","Management consultancy activities","NOT_mining_related","no","120210023062","02/11/2021","13","1","0","Manganese/Laterite/Nickel","1","1","0"
"Ethical Exim Investments Limited","Manufacture of gas; distribution of gaseous fuels through mains","NOT_mining_related","no","120220029815","15/03/2022","13","1","1","Manganese/Aluminum (Other)","1","1","1"
"Hilaac Company Limited","Freight transport by road","NOT_mining_related","no","120220043857","29/12/2022","13","1","1","Gold","1","0","1"
"Junsheng Industry Company Limited","Electric power generation, transmission and distribution","NOT_mining_related","no","120130115472","12/09/2013","13","1","1","Copper/Cobalt","0","0","0"
"Taysiir Investments Limited","Non-specialized wholesale trade","NOT_mining_related","no","120100085126","14/06/2010","13","1","1","Gold","1","1","1"
"Orin Resources Limited","Construction of buildings","NOT_mining_related","no","120241016450","28/11/2024","13","1","1","Silver/Gold/Copper","1","1","0"
"Elikato General Dealers Limited","Wholesale of construction materials, hardware, plumbing and heating equipment and supplies","NOT_mining_related","no","120210022186","14/10/2021","13","1","0","Limestone (General)/Lead/Zinc","1","0","0"
"Elijah Moomba General Dealers Limited","Non-specialized wholesale trade","NOT_mining_related","no","120200001127","07/02/2020","13","1","1","Iron Ore/Silver/Zinc","1","0","1"
"DZ Trading and Logistics Company Limited","Freight transport by road","NOT_mining_related","no","120220041709","10/11/2022","13","1","1","Gold/Copper","1","0","1"
"Havfree International Trade (pty) Limited","Wholesale of other machinery and equipment","NOT_mining_related","no","120180007644","12/09/2018","11","1","0","Nickel/Manganese/Zinc","1","1","1"
"Astro Quarries Limited","Other manufacturing n.e.c.","NOT_mining_related","no","120110093966","19/07/2011","10","1","1","Limestone (General)","0","0","1"
"Jaswin Alloys Manufacturing Limited","Manufacture of basic iron and steel","NOT_mining_related","yes","120170006935","11/09/2017","10","1","1","Silica/Manganese/Iron Ore","0","1","1"
"Nasteho Investment Limited","Other passenger land transport","NOT_mining_related","no","120241008097","10/06/2024","10","1","1","Gold/Copper","1","0","0"
"Mineral Junxion And Transport Limited","Freight transport by road","NOT_mining_related","yes","120090076800","14/01/2009","10","1","1","Copper","0","0","1"
"Kevmich Resources Limited","Real estate activities with own or leased property","NOT_mining_related","no","120241008029","06/06/2024","10","1","1","Gold/Copper/Cobalt","0","0","1"
"NALEYE BLOCKS AND MINING MINERAL PROCESSING LIMITED","Other specialized construction activities","NOT_mining_related","yes","120120101021","11/04/2012","7","1","1","Gold/Copper","0","0","1"
"Zambian Gold Tiger Construction and Materials Limited","Freight transport by road","NOT_mining_related","yes","120130111842","03/05/2013","7","1","1","Limestone (General)/Granite/Dolomite","0","0","1"
"Wanshida International Investments Company Limited","Non-specialized wholesale trade","NOT_mining_related","no","120241016775","06/12/2024","7","1","1","Copper/Cobalt","1","0","0"
"Habib Bey Logistics Limited","Freight transport by road","NOT_mining_related","no","120230054044","26/07/2023","7","1","1","Gold","1","1","1"
"Towhid Trading Limited","Processing and preserving of meat","NOT_mining_related","no","120230061327","20/12/2023","7","1","1","Gold","1","1","0"
"SANAABIL INVESTMENTS LIMITED","Non-specialized wholesale trade","NOT_mining_related","no","120230061643","29/12/2023","7","1","1","Gold","1","1","1"
"Libra Mining Limited","Construction of buildings","NOT_mining_related","yes","120060061374","10/02/2006","7","1","1","Gold","0","1","1"
"Jesmu Industry Company Limited","Non-specialized wholesale trade","NOT_mining_related","no","120180005464","28/06/2018","7","1","1","Malachite/Mineral Sands/Sand","0","0","1"
"Baalgoray Trading Limited","Non-specialized wholesale trade","NOT_mining_related","no","120230052568","26/06/2023","7","1","1","Gold","1","0","1"
"Gateway Express Logistics Limited","Freight transport by road","NOT_mining_related","no","120210024616","03/12/2021","7","1","1","Gold","1","1","1"
"Virgin Blue Company","Other transportation support activities","NOT_mining_related","no","120070068673","20/09/2007","7","1","1","Malachite/Manganese/Lead","1","1","1"
"Howler Construction Limited"," Construction of buildings","NOT_mining_related","no","120210022558","21/10/2021","7","1","0","Silica/Silver/Quartz","1","0","1"
"JIYAD INVESTMENTS LIMITED","Freight transport by road","NOT_mining_related","no","120230060505","01/12/2023","7","1","1","Gold","0","1","1"
"Dalmar Investments Limited","Other transportation support activities","NOT_mining_related","no","120210012232","27/01/2021","7","1","1","Gold/Copper","0","0","0"
"Superdeal Investments Limited","Other manufacturing n.e.c.","NOT_mining_related","no","120070068438","05/09/2007","7","1","1","Zinc/Lead","0","0","1"
"Zambezi Natural Stone Company Limited","Processing and preserving of fruit and vegetables","NOT_mining_related","yes","120040055326","18/05/2004","4","1","1","Talc-Soapstone","0","1","1"
"Stamojan Limited","Other professional, scientific and technical activities n.e.c.","NOT_mining_related","no","120050059662","17/08/2005","4","1","0","","0","0","0"
"Clean Lime Zambia Limited","Other manufacturing n.e.c.","NOT_mining_related","no","120180010809","27/12/2018","3","1","1","Limestone (General)","0","1","1"
"IFTIN INVESTMENTS LIMITED","Non-specialized wholesale trade","NOT_mining_related","no","120241002966","27/02/2024","3","1","1","Gold","1","1","1"
"Kaka Eagles Eye Investment Limited","Mixed farming","NOT_mining_related","no","120130112110","13/05/2013","2","1","0","Manganese/Copper","0","0","0"
"STREAMVILLE HOLDING LIMITED  i","Mixed farming","NOT_mining_related","no","120220038154","25/08/2022","2","1","1","Gold/Copper","1","0","0"
"Blue Dream Investment Limited","Freight transport by road","NOT_mining_related","no","120130111465","23/04/2013","2","1","1","Laterite/Limestone (General)/Dolomite","0","1","1"
"Tianyu Mining Zambia Limited","Other manufacturing n.e.c.","NOT_mining_related","yes","120140118948","16/01/2014","1","1","1","Limestone (General)/Granite/Dolomite","1","0","1"
"Irchi Investment Limited","Freight transport by road","NOT_mining_related","no","120070067082","11/06/2007","1","1","1","Emerald/Beryllium/Aquamarine","0","0","0"
"Unicorn Resources Limited",,"UNRESOLVED_MULTI_MATCH","no","System.Object[]","System.Object[]","143099","2","0","Iron Ore/Lead/Quartz","System.Object[]","System.Object[]","0"
"Universal Ventures Limited",,"UNRESOLVED_MULTI_MATCH","no","System.Object[]","System.Object[]","123137","5","0","Manganese/Copper/Iron Ore","System.Object[]","System.Object[]","2"
"Concorde Construction",,"UNRESOLVED_MULTI_MATCH","no","System.Object[]","System.Object[]","109105","3","0","Gold/Copper/Silver","System.Object[]","System.Object[]","1"
"Zambian Metals Industries Limited",,"UNRESOLVED_MULTI_MATCH","no","System.Object[]","System.Object[]","108963","4","0","Gold/Copper/Lead","System.Object[]","System.Object[]","0"
"Stalwart Investments Limited",,"UNRESOLVED_MULTI_MATCH","no","System.Object[]","System.Object[]","91406","2","0","Gold/Manganese/Iron Ore","System.Object[]","System.Object[]","2"
"Madar Mining Zambia Limited",,"UNRESOLVED_MULTI_MATCH","no","System.Object[]","System.Object[]","79372","1","0","Rare EarthsElements/Manganese/Lead","System.Object[]","System.Object[]","0"
"Sendwe Investments Limited",,"UNRESOLVED_MULTI_MATCH","no","System.Object[]","System.Object[]","70697","5","1","Gold/Nickel/Cobalt","System.Object[]","System.Object[]","0"
"Eagles Holding Limited",,"UNRESOLVED_MULTI_MATCH","no","System.Object[]","System.Object[]","59800","4","1","Lead/Silver/Zinc","System.Object[]","System.Object[]","2"
"L and I Investments Limited",,"UNRESOLVED_MULTI_MATCH","no","System.Object[]","System.Object[]","55208","1","0","Nickel/Silver/Gold","System.Object[]","System.Object[]","0"
"Zambia Investments Connections Limited",,"UNRESOLVED_MULTI_MATCH","no","System.Object[]","System.Object[]","51300","1","0","Gold/Copper/Cobalt","System.Object[]","System.Object[]","0"
"Innovative Mining Limited",,"UNRESOLVED_MULTI_MATCH","no","System.Object[]","System.Object[]","48880","1","0","Titanium/Nickel/Zinc","System.Object[]","System.Object[]","0"
"Intergration Zambia Limited",,"UNRESOLVED_MULTI_MATCH","no","System.Object[]","System.Object[]","48235","1","0","Manganese/Iron Ore/Platinum","System.Object[]","System.Object[]","1"
"Hemings Investments Limited",,"UNRESOLVED_MULTI_MATCH","no","System.Object[]","System.Object[]","47808","3","0","Copper/Cobalt/Silver","System.Object[]","System.Object[]","2"
"Kafue Copper Limited",,"UNRESOLVED_MULTI_MATCH","no","System.Object[]","System.Object[]","47544","4","0","Copper/Silver/Cobalt","System.Object[]","System.Object[]","1"
"Trade Zone Limited",,"UNRESOLVED_MULTI_MATCH","no","System.Object[]","System.Object[]","42662","3","0","Anhydrite/Gypsum/Talc-Soapstone","System.Object[]","System.Object[]","2"
"Handa Resources Limited",,"UNRESOLVED_MULTI_MATCH","no","System.Object[]","System.Object[]","40217","2","1","Gold/Zinc/Cobalt","System.Object[]","System.Object[]","1"
"San He Manufacturing Zambia Limited",,"UNRESOLVED_MULTI_MATCH","no","System.Object[]","System.Object[]","36732","8","3","Copper/Zinc/Manganese","System.Object[]","System.Object[]","3"
"Changa Mining Limited",,"UNRESOLVED_MULTI_MATCH","no","System.Object[]","System.Object[]","36386","1","0","Iron Ore/Manganese/Gold","System.Object[]","System.Object[]","0"
"Forward Mining Limited",,"UNRESOLVED_MULTI_MATCH","no","System.Object[]","System.Object[]","22243","5","0","Gold/Copper/Cobalt","System.Object[]","System.Object[]","1"
"Yabonse Investment Limited",,"UNRESOLVED_MULTI_MATCH","no","System.Object[]","System.Object[]","21342","4","0","Nickel/Iron Ore/Zinc","System.Object[]","System.Object[]","0"
"Mulungushi Corporation Limited",,"UNRESOLVED_MULTI_MATCH","no","System.Object[]","System.Object[]","18659","3","1","Gold/Copper/Cobalt","System.Object[]","System.Object[]","2"
"SHAN MINING LIMITED",,"UNRESOLVED_MULTI_MATCH","no","System.Object[]","System.Object[]","18371","1","0","Malachite/Manganese/Lead","System.Object[]","System.Object[]","0"
"Opulent Wealthy Investment Limited",,"UNRESOLVED_MULTI_MATCH","no","System.Object[]","System.Object[]","17233","3","1","Quartz/Iron Ore/Manganese","System.Object[]","System.Object[]","2"
"NASH INVESTMENTS LIMITED",,"UNRESOLVED_MULTI_MATCH","no","System.Object[]","System.Object[]","15498","4","0","Copper/Gold/Cobalt","System.Object[]","System.Object[]","0"
"Pasture Mining Company Limited",,"UNRESOLVED_MULTI_MATCH","no","System.Object[]","System.Object[]","13488","1","0","Gold/Manganese/Copper","System.Object[]","System.Object[]","1"
"Shree  Agro Farm Limited",,"UNRESOLVED_MULTI_MATCH","no","System.Object[]","System.Object[]","12593","1","0","Quartz/Manganese/Rare EarthsElements","System.Object[]","System.Object[]","1"
"Chem Mining Limited",,"UNRESOLVED_MULTI_MATCH","no","System.Object[]","System.Object[]","12020","2","0","Gold/Copper/Anhydrite","System.Object[]","System.Object[]","1"
"The Diamond Rock Mining Limited",,"UNRESOLVED_MULTI_MATCH","no","System.Object[]","System.Object[]","11125","1","0","Limestone (General)/Lead/Silver","System.Object[]","System.Object[]","1"
"Makeni College School of Nursing",,"UNRESOLVED_MULTI_MATCH","no","System.Object[]","System.Object[]","11073","1","0","Tantalum/Thallium/Silver","System.Object[]","System.Object[]","0"
"KASCCO Limited",,"UNRESOLVED_MULTI_MATCH","no","System.Object[]","System.Object[]","10567","1","0","Lithium/Lead/Platinum","System.Object[]","System.Object[]","0"
"Peco Limited",,"UNRESOLVED_MULTI_MATCH","no","System.Object[]","System.Object[]","10084","2","2","Manganese/Copper","System.Object[]","System.Object[]","1"
"Rising Mines Limited",,"UNRESOLVED_MULTI_MATCH","no","System.Object[]","System.Object[]","10028","3","0","Iron Ore/Manganese/Zinc","System.Object[]","System.Object[]","2"
"Afrimin Resources Limited",,"UNRESOLVED_MULTI_MATCH","no","System.Object[]","System.Object[]","9690","1","0","Nickel/Platinum Group Metals/Gold","System.Object[]","System.Object[]","0"
"Universal Mining and Chemical Industries Limited",,"UNRESOLVED_MULTI_MATCH","no","System.Object[]","System.Object[]","9306","4","4","/Iron Ore/Copper","System.Object[]","System.Object[]","2"
"Jewel of Africa Limited",,"UNRESOLVED_MULTI_MATCH","no","System.Object[]","System.Object[]","8371","6","0","Copper/Emerald/Gold","System.Object[]","System.Object[]","0"
"Choice Minerals Limited",,"UNRESOLVED_MULTI_MATCH","no","System.Object[]","System.Object[]","8166","1","0","Iron Ore/Silver/Zinc","System.Object[]","System.Object[]","1"
"Legacy Innovations Limited",,"UNRESOLVED_MULTI_MATCH","no","System.Object[]","System.Object[]","6979","1","0","Manganese/Nickel/Silver","System.Object[]","System.Object[]","1"
"Tripple M Mining Limited",,"UNRESOLVED_MULTI_MATCH","no","System.Object[]","System.Object[]","6799","1","0","Gold/Zinc/Cobalt","System.Object[]","System.Object[]","1"
"Epic Solutions Limited",,"UNRESOLVED_MULTI_MATCH","no","System.Object[]","System.Object[]","6270","2","0","Gold/Copper/Cobalt","System.Object[]","System.Object[]","2"
"Rochris Investments Limited",,"UNRESOLVED_MULTI_MATCH","no","System.Object[]","System.Object[]","6169","1","0","Manganese/Lithium/Platinum Group Metals","System.Object[]","System.Object[]","0"
"Kiddies University Limited",,"UNRESOLVED_MULTI_MATCH","no","System.Object[]","System.Object[]","5549","2","0","Manganese/Zinc/Gold","System.Object[]","System.Object[]","1"
"Mijeko Mining Limited",,"UNRESOLVED_MULTI_MATCH","no","System.Object[]","System.Object[]","4729","2","0","Manganese/Nickel/Iron Ore","System.Object[]","System.Object[]","0"
